time,close,RSI
2025-08-26 18:45:00-03:00,1.154435,
2025-08-26 18:50:00-03:00,1.153115,
2025-08-26 18:55:00-03:00,1.153265,
2025-08-26 19:00:00-03:00,1.154935,
2025-08-26 19:05:00-03:00,1.155725,
2025-08-26 19:10:00-03:00,1.157735,
2025-08-26 19:15:00-03:00,1.156665,
2025-08-26 19:20:00-03:00,1.158755,
2025-08-26 19:25:00-03:00,1.157275,
2025-08-26 19:30:00-03:00,1.156405,
2025-08-26 19:35:00-03:00,1.154565,
2025-08-26 19:40:00-03:00,1.150655,
2025-08-26 19:45:00-03:00,1.148705,
2025-08-26 19:50:00-03:00,1.149055,
2025-08-26 19:55:00-03:00,1.150385,24.94064682276182
2025-08-26 20:00:00-03:00,1.151095,27.642044278843358
2025-08-26 20:05:00-03:00,1.151565,29.452100031345566
2025-08-26 20:10:00-03:00,1.153775,37.38388417475757
2025-08-26 20:15:00-03:00,1.155295,42.19747943477169
2025-08-26 20:20:00-03:00,1.156245,45.04119047579867
2025-08-26 20:25:00-03:00,1.159975,54.50511320824948
2025-08-26 20:30:00-03:00,1.160945,56.59820900762899
2025-08-26 20:35:00-03:00,1.158435,50.166492082481966
2025-08-26 20:40:00-03:00,1.154065,41.35508024968566
2025-08-26 20:45:00-03:00,1.153165,39.804446915615664
2025-08-26 20:50:00-03:00,1.150235,35.1797545647439
2025-08-26 20:55:00-03:00,1.153015,42.058409517166645
2025-08-26 21:00:00-03:00,1.152925,41.90337647488665
2025-08-26 21:05:00-03:00,1.154015,44.56837929316184
2025-08-26 21:10:00-03:00,1.153115,42.821706926017214
2025-08-26 21:15:00-03:00,1.153445,43.693076755999044
2025-08-26 21:20:00-03:00,1.153715,44.43913856820671
2025-08-26 21:25:00-03:00,1.153725,44.46848622593543
2025-08-26 21:30:00-03:00,1.154225,46.00423047442116
2025-08-26 21:35:00-03:00,1.152265,41.194811073441116
2025-08-26 21:40:00-03:00,1.151245,38.914792507816934
2025-08-26 21:45:00-03:00,1.155415,50.88342450512271
2025-08-26 21:50:00-03:00,1.151415,42.318109523827225
2025-08-26 21:55:00-03:00,1.152765,45.64374752445765
2025-08-26 22:00:00-03:00,1.152435,44.96134652781843
2025-08-26 22:05:00-03:00,1.154905,50.880748039346216
2025-08-26 22:10:00-03:00,1.155085,51.291870952445066
2025-08-26 22:15:00-03:00,1.158275,58.00094143667377
2025-08-26 22:20:00-03:00,1.158955,59.288252678751995
2025-08-26 22:25:00-03:00,1.158485,57.965772227644
2025-08-26 22:30:00-03:00,1.158945,58.93132487668265
2025-08-26 22:35:00-03:00,1.158145,56.50056254855566
2025-08-26 22:40:00-03:00,1.161265,62.923633873919876
2025-08-26 22:45:00-03:00,1.159685,58.23416024835021
2025-08-26 22:50:00-03:00,1.159605,57.99846848192207
